subject_id,eye,spectrum,filename,instance,split,level1_pass,visible_fraction,unmasked_polar,mean_gradient,level2_pass,keep
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_4.tiff,4,train,True,0.9716,0.9725,17.6591,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_5.tiff,5,train,True,0.9683,0.9687,15.1684,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_6.tiff,6,train,True,0.9652,0.9722,15.643,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_7.tiff,7,train,True,0.9597,0.9664,15.6354,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_8.tiff,8,train,True,0.9662,0.9695,15.5092,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_9.tiff,9,train,True,0.9645,0.9697,15.7596,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_10.tiff,10,train,True,0.9542,0.9597,15.3734,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_11.tiff,11,test,True,0.9352,0.9459,14.531,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_12.tiff,12,test,True,0.9434,0.9505,18.3046,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_13.tiff,13,test,True,0.9434,0.9506,16.9866,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_14.tiff,14,test,True,0.944,0.9518,15.0456,True,True
001,R,NIR,/var/home/general-user/PolyU/001/R/NIR/001_R_NIR_15.tiff,15,test,True,0.9463,0.9532,16.6415,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_1.tiff,1,train,True,0.9199,0.9215,21.6721,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_2.tiff,2,train,True,0.8925,0.901,22.9218,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_3.tiff,3,train,True,0.8851,0.8922,22.5485,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_4.tiff,4,train,True,0.9317,0.9284,21.1092,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_5.tiff,5,train,True,0.9273,0.9204,20.3394,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_6.tiff,6,train,True,0.9225,0.9229,20.9976,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_7.tiff,7,train,True,0.9071,0.9127,20.7914,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_8.tiff,8,train,True,0.9153,0.9126,20.7146,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_9.tiff,9,train,True,0.9119,0.9095,20.6839,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_10.tiff,10,train,True,0.9116,0.9113,21.007,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_11.tiff,11,test,True,0.9047,0.8997,21.332,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_12.tiff,12,test,True,0.9057,0.9026,20.7801,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_13.tiff,13,test,True,0.8994,0.8997,21.4174,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_14.tiff,14,test,True,0.8803,0.8844,21.679,True,True
001,R,VIS,/var/home/general-user/PolyU/001/R/VIS/001_R_VIS_15.tiff,15,test,True,0.8909,0.8978,22.1532,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_1.tiff,1,train,True,0.7574,0.8047,16.9217,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_2.tiff,2,train,True,0.7803,0.8238,14.1293,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_3.tiff,3,train,True,0.7711,0.8157,13.8713,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_4.tiff,4,train,True,0.7769,0.8222,16.4836,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_5.tiff,5,train,True,0.7919,0.8306,17.8836,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_6.tiff,6,train,True,0.8085,0.844,16.2959,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_7.tiff,7,train,True,0.7949,0.8365,15.9908,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_8.tiff,8,train,True,0.7377,0.7835,17.6997,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_9.tiff,9,train,True,0.7586,0.8029,16.8477,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_10.tiff,10,train,True,0.6867,0.7437,18.7865,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_11.tiff,11,test,True,0.7898,0.8377,14.2902,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_12.tiff,12,test,True,0.7862,0.8295,15.0718,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_13.tiff,13,test,True,0.7851,0.8279,15.0354,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_14.tiff,14,test,True,0.7555,0.8011,15.0451,True,True
002,L,NIR,/var/home/general-user/PolyU/002/L/NIR/002_L_NIR_15.tiff,15,test,True,0.7687,0.8209,14.553,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_1.tiff,1,train,True,0.799,0.8452,22.9022,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_2.tiff,2,train,True,0.7473,0.7928,22.8656,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_3.tiff,3,train,True,0.7273,0.7723,22.6165,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_4.tiff,4,train,True,0.7827,0.8293,23.2178,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_5.tiff,5,train,True,0.784,0.8318,23.1277,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_6.tiff,6,train,True,0.7654,0.8178,22.9909,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_7.tiff,7,train,True,0.7676,0.8174,22.4432,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_8.tiff,8,train,True,0.7059,0.7525,21.8899,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_9.tiff,9,train,True,0.7001,0.7353,21.7795,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_10.tiff,10,train,True,0.7129,0.7612,22.7471,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_11.tiff,11,test,True,0.7791,0.826,22.2348,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_12.tiff,12,test,True,0.7749,0.8231,21.7758,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_13.tiff,13,test,True,0.768,0.8142,22.1936,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_14.tiff,14,test,True,0.7123,0.7557,22.4819,True,True
002,L,VIS,/var/home/general-user/PolyU/002/L/VIS/002_L_VIS_15.tiff,15,test,True,0.7481,0.7896,22.6802,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_1.tiff,1,train,True,0.6546,0.7333,18.3518,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_2.tiff,2,train,True,0.702,0.7614,13.9692,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_3.tiff,3,train,True,0.6974,0.7574,12.4807,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_4.tiff,4,train,True,0.6611,0.7386,18.916,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_5.tiff,5,train,True,0.6475,0.707,17.7859,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_6.tiff,6,train,True,0.7085,0.7659,17.8404,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_7.tiff,7,train,True,0.7099,0.7784,17.7691,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_8.tiff,8,train,True,0.7335,0.7874,17.0926,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_9.tiff,9,train,True,0.7242,0.7926,14.7735,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_10.tiff,10,train,True,0.7997,0.854,11.8116,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_11.tiff,11,test,True,0.8085,0.8621,11.7386,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_12.tiff,12,test,True,0.8056,0.8697,11.3826,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_13.tiff,13,test,True,0.7724,0.8336,11.935,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_14.tiff,14,test,True,0.7592,0.8302,11.5365,True,True
002,R,NIR,/var/home/general-user/PolyU/002/R/NIR/002_R_NIR_15.tiff,15,test,True,0.7241,0.7881,11.9703,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_1.tiff,1,train,True,0.6878,0.7314,24.1122,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_2.tiff,2,train,True,0.6194,0.6621,24.2233,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_3.tiff,3,train,True,0.59,0.6305,22.2414,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_4.tiff,4,train,True,0.684,0.7289,24.2415,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_5.tiff,5,train,True,0.622,0.6581,25.691,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_6.tiff,6,train,True,0.7699,0.8196,25.8116,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_7.tiff,7,train,True,0.7441,0.7961,26.0279,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_8.tiff,8,train,True,0.7755,0.8182,25.4364,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_9.tiff,9,train,True,0.8243,0.8668,24.0681,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_10.tiff,10,train,True,0.8104,0.8502,22.2399,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_11.tiff,11,test,True,0.788,0.8261,22.3099,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_12.tiff,12,test,True,0.7452,0.7908,22.0192,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_13.tiff,13,test,True,0.7188,0.7523,22.9677,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_14.tiff,14,test,True,0.6796,0.7237,22.7961,True,True
002,R,VIS,/var/home/general-user/PolyU/002/R/VIS/002_R_VIS_15.tiff,15,test,True,0.619,0.6614,23.6194,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_1.tiff,1,train,True,0.9378,0.9235,19.4748,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_2.tiff,2,train,True,0.9421,0.9313,22.0684,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_3.tiff,3,train,True,0.9363,0.9255,19.523,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_4.tiff,4,train,True,0.9345,0.9197,20.2563,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_5.tiff,5,train,True,0.9378,0.9259,18.1409,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_6.tiff,6,train,True,0.9386,0.9319,18.0646,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_7.tiff,7,train,True,0.9349,0.9223,17.848,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_8.tiff,8,train,True,0.9502,0.9302,21.1439,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_9.tiff,9,train,True,0.9526,0.9368,20.9686,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_10.tiff,10,train,True,0.9461,0.9364,18.2982,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_11.tiff,11,test,True,0.9425,0.924,20.6627,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_12.tiff,12,test,True,0.9367,0.9193,20.2268,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_13.tiff,13,test,True,0.9451,0.93,20.438,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_14.tiff,14,test,True,0.9578,0.9434,23.1591,True,True
003,L,NIR,/var/home/general-user/PolyU/003/L/NIR/003_L_NIR_15.tiff,15,test,True,0.9489,0.9327,22.7977,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_1.tiff,1,train,True,0.9542,0.9318,11.9811,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_2.tiff,2,train,True,0.948,0.92,12.2539,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_3.tiff,3,train,True,0.9508,0.9239,12.4641,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_4.tiff,4,train,True,0.9581,0.9362,11.9406,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_5.tiff,5,train,True,0.9451,0.9219,12.6777,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_6.tiff,6,train,True,0.9461,0.9187,12.8164,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_7.tiff,7,train,True,0.9628,0.9406,11.7456,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_8.tiff,8,train,True,0.9412,0.9167,13.4881,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_9.tiff,9,train,True,0.9451,0.9187,13.3745,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_10.tiff,10,train,True,0.9376,0.9192,12.7922,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_11.tiff,11,test,True,0.9398,0.9121,13.7071,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_12.tiff,12,test,True,0.9499,0.927,12.7832,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_13.tiff,13,test,True,0.9391,0.9144,12.89,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_14.tiff,14,test,True,0.9301,0.9031,12.6234,True,True
003,L,VIS,/var/home/general-user/PolyU/003/L/VIS/003_L_VIS_15.tiff,15,test,True,0.9377,0.9133,12.7705,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_1.tiff,1,train,True,0.8687,0.8315,24.1523,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_2.tiff,2,train,True,0.9111,0.882,18.7361,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_3.tiff,3,train,True,0.9154,0.8897,18.4017,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_4.tiff,4,train,True,0.8759,0.8393,24.335,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_5.tiff,5,train,True,0.8661,0.8295,24.3124,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_6.tiff,6,train,True,0.8695,0.8416,21.3227,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_7.tiff,7,train,True,0.8667,0.841,21.7303,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_8.tiff,8,train,True,0.907,0.8675,22.6236,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_9.tiff,9,train,True,0.9261,0.8833,21.8765,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_10.tiff,10,train,True,0.9188,0.8843,21.2427,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_11.tiff,11,test,True,0.9195,0.8853,19.6764,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_12.tiff,12,test,True,0.9289,0.8856,22.8723,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_13.tiff,13,test,True,0.9315,0.8971,19.8824,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_14.tiff,14,test,True,0.9155,0.8883,18.3639,True,True
003,R,NIR,/var/home/general-user/PolyU/003/R/NIR/003_R_NIR_15.tiff,15,test,True,0.923,0.8984,17.9083,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_1.tiff,1,train,True,0.9183,0.9053,10.8453,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_2.tiff,2,train,True,0.912,0.889,11.9471,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_3.tiff,3,train,True,0.9108,0.8904,11.9195,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_4.tiff,4,train,True,0.9074,0.8948,12.2456,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_5.tiff,5,train,True,0.9148,0.8907,12.3619,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_6.tiff,6,train,True,0.9097,0.8902,12.1297,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_7.tiff,7,train,True,0.9031,0.888,13.2241,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_8.tiff,8,train,True,0.9179,0.8899,12.7676,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_9.tiff,9,train,True,0.9119,0.8879,11.7602,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_10.tiff,10,train,True,0.9131,0.8887,11.9055,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_11.tiff,11,test,True,0.8959,0.8805,12.4483,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_12.tiff,12,test,True,0.9012,0.8794,11.7987,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_13.tiff,13,test,True,0.8978,0.8781,12.2663,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_14.tiff,14,test,True,0.8977,0.8821,12.6894,True,True
003,R,VIS,/var/home/general-user/PolyU/003/R/VIS/003_R_VIS_15.tiff,15,test,True,0.9035,0.8853,11.9257,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_1.tiff,1,train,True,0.9116,0.9374,25.7762,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_2.tiff,2,train,True,0.9109,0.9394,24.9337,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_3.tiff,3,train,True,0.9116,0.9383,24.4971,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_4.tiff,4,train,True,0.9096,0.9356,27.3819,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_5.tiff,5,train,True,0.9047,0.9291,27.6557,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_6.tiff,6,train,True,0.9063,0.9357,26.5953,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_7.tiff,7,train,True,0.9081,0.9367,27.6406,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_8.tiff,8,train,True,0.904,0.9308,26.1163,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_9.tiff,9,train,True,0.9102,0.9365,26.6369,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_10.tiff,10,train,True,0.9126,0.9402,25.7001,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_11.tiff,11,test,True,0.9205,0.9431,25.1011,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_12.tiff,12,test,True,0.9145,0.9419,25.5053,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_13.tiff,13,test,True,0.9169,0.9436,25.556,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_14.tiff,14,test,True,0.9085,0.9388,25.5329,True,True
004,L,NIR,/var/home/general-user/PolyU/004/L/NIR/004_L_NIR_15.tiff,15,test,True,0.9132,0.9418,25.1712,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_1.tiff,1,train,True,0.8955,0.895,12.96,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_2.tiff,2,train,True,0.8587,0.8784,12.1107,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_3.tiff,3,train,True,0.865,0.8825,11.5678,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_4.tiff,4,train,True,0.864,0.874,14.2317,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_5.tiff,5,train,True,0.8736,0.8786,13.434,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_6.tiff,6,train,True,0.8768,0.8755,13.5606,True,True
004,L,VIS,/var/home/general-user/PolyU/004/L/VIS/004_L_VIS_7.tiff,7,train,True,0.8592,0.8714,13.4104,True,True
